Year,State,County,Office,Party,Votes
2018,VA,Westmoreland County,US Senator,Democratic,3448.0
2018,VA,Williamsburg City,US Senator,Republican,1547.0
2018,VA,Williamsburg City,US Senator,Democratic,4530.0
2018,VA,Winchester City,US Senator,Republican,3657.0
2018,VA,Winchester City,US Senator,Democratic,5242.0
2018,VA,Wise County,US Senator,Republican,7991.0
2018,VA,Wise County,US Senator,Democratic,2860.0
2018,VA,Wythe County,US Senator,Republican,7669.0
2018,VA,Wythe County,US Senator,Democratic,2879.0
2018,WA,Adams County,US Senator,Democratic,1365.0
2018,WA,Adams County,US Senator,Republican,2867.0
2018,WA,Benton County,US Senator,Democratic,28187.0
2018,WA,Benton County,US Senator,Republican,46938.0
2018,WA,Chelan County,US Senator,Democratic,14787.0
2018,WA,Chelan County,US Senator,Republican,18775.0
2018,WA,Clallam County,US Senator,Democratic,20036.0
2018,WA,Clallam County,US Senator,Republican,19504.0
2018,WA,Clark County,US Senator,Democratic,102619.0
2018,WA,Clark County,US Senator,Republican,91153.0
2018,WA,Columbia County,US Senator,Democratic,731.0
2018,WA,Columbia County,US Senator,Republican,1468.0
2018,WA,Cowlitz County,US Senator,Democratic,20485.0
2018,WA,Cowlitz County,US Senator,Republican,23773.0
2018,WA,Douglas County,US Senator,Democratic,5390.0
2018,WA,Douglas County,US Senator,Republican,9512.0
2018,WA,Ferry County,US Senator,Democratic,1329.0
2018,WA,Ferry County,US Senator,Republican,2159.0
2018,WA,Franklin County,US Senator,Democratic,8983.0
2018,WA,Franklin County,US Senator,Republican,13329.0
2018,WA,Garfield County,US Senator,Democratic,445.0
2018,WA,Garfield County,US Senator,Republican,880.0
2018,WA,Grant County,US Senator,Democratic,8159.0
2018,WA,Grant County,US Senator,Republican,18333.0
2018,WA,Grays Harbor County,US Senator,Democratic,13605.0
2018,WA,Grays Harbor County,US Senator,Republican,14851.0
2018,WA,Jefferson County,US Senator,Democratic,14331.0
2018,WA,Jefferson County,US Senator,Republican,6502.0
2018,WA,King County,US Senator,Democratic,708654.0
2018,WA,King County,US Senator,Republican,247071.0
2018,WA,Kittitas County,US Senator,Democratic,8330.0
2018,WA,Kittitas County,US Senator,Republican,10996.0
2018,WA,Lewis County,US Senator,Democratic,11078.0
2018,WA,Lewis County,US Senator,Republican,22793.0
2018,WA,Lincoln County,US Senator,Democratic,1604.0
2018,WA,Lincoln County,US Senator,Republican,3974.0
2018,WA,Mason County,US Senator,Democratic,13220.0
2018,WA,Mason County,US Senator,Republican,14416.0
2018,WA,Okanogan County,US Senator,Democratic,7231.0
2018,WA,Okanogan County,US Senator,Republican,9414.0
2018,WA,Pacific County,US Senator,Democratic,5527.0
2018,WA,Pacific County,US Senator,Republican,5332.0
2018,WA,Pend Oreille County,US Senator,Democratic,2477.0
2018,WA,Pend Oreille County,US Senator,Republican,4379.0
2018,WA,Pierce County,US Senator,Democratic,174097.0
2018,WA,Pierce County,US Senator,Republican,152177.0
2018,WA,San Juan County,US Senator,Democratic,8016.0
2018,WA,San Juan County,US Senator,Republican,3026.0
2018,WA,Skagit County,US Senator,Democratic,28122.0
2018,WA,Skagit County,US Senator,Republican,26498.0
2018,WA,Snohomish County,US Senator,Democratic,184218.0
2018,WA,Snohomish County,US Senator,Republican,136749.0
2018,WA,Spokane County,US Senator,Democratic,112000.0
2018,WA,Spokane County,US Senator,Republican,115508.0
2018,WA,Stevens County,US Senator,Democratic,7274.0
2018,WA,Stevens County,US Senator,Republican,15296.0
2018,WA,Thurston County,US Senator,Democratic,72677.0
2018,WA,Thurston County,US Senator,Republican,51472.0
2018,WA,Wahkiakum County,US Senator,Democratic,1082.0
2018,WA,Wahkiakum County,US Senator,Republican,1341.0
2018,WA,Walla Walla County,US Senator,Democratic,11862.0
2018,WA,Walla Walla County,US Senator,Republican,13731.0
2018,WA,Whatcom County,US Senator,Democratic,65043.0
2018,WA,Whatcom County,US Senator,Republican,43781.0
2018,WA,Yakima County,US Senator,Democratic,29476.0
2018,WA,Yakima County,US Senator,Republican,40958.0
2018,WV,Barbour County,US Senator,Democratic,2121.0
2018,WV,Barbour County,US Senator,Republican,2562.0
2018,WV,Berkeley County,US Senator,Democratic,14508.0
2018,WV,Berkeley County,US Senator,Republican,18111.0
2018,WV,Boone County,US Senator,Democratic,3894.0
2018,WV,Boone County,US Senator,Republican,2710.0
2018,WV,Braxton County,US Senator,Democratic,2148.0
2018,WV,Braxton County,US Senator,Republican,1887.0
2018,WV,Calhoun County,US Senator,Democratic,967.0
2018,WV,Calhoun County,US Senator,Republican,1065.0
2018,WV,Clay County,US Senator,Democratic,1141.0
2018,WV,Clay County,US Senator,Republican,1197.0
2018,WV,Doddridge County,US Senator,Democratic,746.0
2018,WV,Doddridge County,US Senator,Republican,1352.0
2018,WV,Fayette County,US Senator,Democratic,6502.0
2018,WV,Fayette County,US Senator,Republican,5160.0
2018,WV,Gilmer County,US Senator,Democratic,944.0
2018,WV,Gilmer County,US Senator,Republican,929.0
2018,WV,Grant County,US Senator,Democratic,935.0
2018,WV,Grant County,US Senator,Republican,2820.0
2018,WV,Greenbrier County,US Senator,Democratic,6201.0
2018,WV,Greenbrier County,US Senator,Republican,5563.0
2018,WV,Hardy County,US Senator,Democratic,1880.0
2018,WV,Hardy County,US Senator,Republican,2467.0
2018,WV,Jackson County,US Senator,Democratic,4890.0
2018,WV,Jackson County,US Senator,Republican,4964.0
2018,WV,Jefferson County,US Senator,Democratic,10666.0
2018,WV,Jefferson County,US Senator,Republican,9360.0
2018,WV,Kanawha County,US Senator,Democratic,39333.0
2018,WV,Kanawha County,US Senator,Republican,22527.0
2018,WV,Lewis County,US Senator,Democratic,2326.0
2018,WV,Lewis County,US Senator,Republican,2879.0
2018,WV,Lincoln County,US Senator,Democratic,2899.0
2018,WV,Lincoln County,US Senator,Republican,2553.0
2018,WV,Marion County,US Senator,Democratic,10889.0
2018,WV,Marion County,US Senator,Republican,7280.0
2018,WV,Marshall County,US Senator,Democratic,5485.0
2018,WV,Marshall County,US Senator,Republican,4868.0
2018,WV,Mason County,US Senator,Democratic,4270.0
2018,WV,Mason County,US Senator,Republican,3805.0
2018,WV,McDowell County,US Senator,Democratic,2222.0
2018,WV,McDowell County,US Senator,Republican,2198.0
2018,WV,Mercer County,US Senator,Democratic,7430.0
2018,WV,Mercer County,US Senator,Republican,10033.0
2018,WV,Mineral County,US Senator,Democratic,3108.0
2018,WV,Mineral County,US Senator,Republican,5525.0
2018,WV,Monongalia County,US Senator,Democratic,18010.0
2018,WV,Monongalia County,US Senator,Republican,10918.0
2018,WV,Monroe County,US Senator,Democratic,2125.0
2018,WV,Monroe County,US Senator,Republican,2644.0
2018,WV,Morgan County,US Senator,Democratic,2143.0
2018,WV,Morgan County,US Senator,Republican,3783.0
2018,WV,Pendleton County,US Senator,Democratic,948.0
2018,WV,Pendleton County,US Senator,Republican,1478.0
2018,WV,Pocahontas County,US Senator,Democratic,1269.0
2018,WV,Pocahontas County,US Senator,Republican,1411.0
2018,WV,Preston County,US Senator,Democratic,3686.0
2018,WV,Preston County,US Senator,Republican,5943.0
2018,WV,Raleigh County,US Senator,Democratic,10581.0
2018,WV,Raleigh County,US Senator,Republican,12620.0
2018,WV,Randolph County,US Senator,Democratic,4472.0
2018,WV,Randolph County,US Senator,Republican,4017.0
2018,WV,Ritchie County,US Senator,Democratic,1082.0
2018,WV,Ritchie County,US Senator,Republican,1961.0
2018,WV,Roane County,US Senator,Democratic,2165.0
2018,WV,Roane County,US Senator,Republican,1899.0
2018,WV,Summers County,US Senator,Democratic,2069.0
2018,WV,Summers County,US Senator,Republican,1868.0
2018,WV,Taylor County,US Senator,Democratic,2376.0
2018,WV,Taylor County,US Senator,Republican,2642.0
2018,WV,Tucker County,US Senator,Democratic,1469.0
2018,WV,Tucker County,US Senator,Republican,1502.0
2018,WV,Tyler County,US Senator,Democratic,1065.0
2018,WV,Tyler County,US Senator,Republican,1603.0
2018,WV,Upshur County,US Senator,Democratic,3102.0
2018,WV,Upshur County,US Senator,Republican,4010.0
2018,WV,Wayne County,US Senator,Democratic,6395.0
2018,WV,Wayne County,US Senator,Republican,5954.0
2018,WV,Wetzel County,US Senator,Democratic,2518.0
2018,WV,Wetzel County,US Senator,Republican,2135.0
2018,WV,Wood County,US Senator,Democratic,14189.0
2018,WV,Wood County,US Senator,Republican,13696.0
2018,WV,Wyoming County,US Senator,Democratic,2607.0
2018,WV,Wyoming County,US Senator,Republican,3096.0
2018,WI,Adams County,US Senator,Republican,4854.0
2018,WI,Adams County,US Senator,Democratic,4537.0
2018,WI,Ashland County,US Senator,Republican,2351.0
2018,WI,Ashland County,US Senator,Democratic,4533.0
2018,WI,Barron County,US Senator,Republican,9911.0
2018,WI,Barron County,US Senator,Democratic,8571.0
2018,WI,Bayfield County,US Senator,Republican,3233.0
2018,WI,Bayfield County,US Senator,Democratic,5541.0
2018,WI,Brown County,US Senator,Republican,55750.0
2018,WI,Brown County,US Senator,Democratic,59132.0
2018,WI,Calumet County,US Senator,Republican,12822.0
2018,WI,Calumet County,US Senator,Democratic,10741.0
2018,WI,Chippewa County,US Senator,Republican,13830.0
2018,WI,Chippewa County,US Senator,Democratic,13798.0
2018,WI,Clark County,US Senator,Republican,6558.0
2018,WI,Clark County,US Senator,Democratic,5084.0
2018,WI,Columbia County,US Senator,Republican,11674.0
2018,WI,Columbia County,US Senator,Democratic,15230.0
2018,WI,Crawford County,US Senator,Republican,2703.0
2018,WI,Crawford County,US Senator,Democratic,3852.0
2018,WI,Dane County,US Senator,Republican,65515.0
2018,WI,Dane County,US Senator,Democratic,228050.0
2018,WI,Dodge County,US Senator,Republican,21482.0
2018,WI,Dodge County,US Senator,Democratic,16007.0
2018,WI,Door County,US Senator,Republican,7494.0
2018,WI,Door County,US Senator,Democratic,9442.0
2018,WI,Douglas County,US Senator,Republican,6925.0
2018,WI,Douglas County,US Senator,Democratic,11689.0
2018,WI,Eau Claire County,US Senator,Republican,18957.0
2018,WI,Eau Claire County,US Senator,Democratic,29614.0
2018,WI,Florence County,US Senator,Republican,1438.0
2018,WI,Florence County,US Senator,Democratic,729.0
2018,WI,Forest County,US Senator,Republican,2062.0
2018,WI,Forest County,US Senator,Democratic,1879.0
2018,WI,Grant County,US Senator,Republican,8860.0
2018,WI,Grant County,US Senator,Democratic,10554.0
2018,WI,Green Lake County,US Senator,Republican,4893.0
2018,WI,Green Lake County,US Senator,Democratic,3222.0
2018,WI,Iron County,US Senator,Republican,1605.0
2018,WI,Iron County,US Senator,Democratic,1459.0
2018,WI,Jackson County,US Senator,Republican,3611.0
2018,WI,Jackson County,US Senator,Democratic,4370.0
2018,WI,Jefferson County,US Senator,Republican,19809.0
2018,WI,Jefferson County,US Senator,Democratic,18055.0
2018,WI,Juneau County,US Senator,Republican,5429.0
2018,WI,Juneau County,US Senator,Democratic,4658.0
2018,WI,Kenosha County,US Senator,Republican,29181.0
2018,WI,Kenosha County,US Senator,Democratic,38296.0
2018,WI,Kewaunee County,US Senator,Republican,5158.0
2018,WI,Kewaunee County,US Senator,Democratic,4287.0
2018,WI,La Crosse County,US Senator,Republican,21160.0
2018,WI,La Crosse County,US Senator,Democratic,35731.0
2018,WI,Lafayette County,US Senator,Republican,
2018,WI,Lafayette County,US Senator,Democratic,
2018,WI,Langlade County,US Senator,Republican,5239.0
2018,WI,Langlade County,US Senator,Democratic,3889.0
2018,WI,Lincoln County,US Senator,Republican,6901.0
2018,WI,Lincoln County,US Senator,Democratic,6463.0
2018,WI,Manitowoc County,US Senator,Republican,18795.0
2018,WI,Manitowoc County,US Senator,Democratic,16541.0
2018,WI,Marathon County,US Senator,Republican,32661.0
2018,WI,Marathon County,US Senator,Democratic,29084.0
2018,WI,Marinette County,US Senator,Republican,9731.0
2018,WI,Marinette County,US Senator,Democratic,7520.0
2018,WI,Menominee County,US Senator,Republican,220.0
2018,WI,Menominee County,US Senator,Democratic,896.0
2018,WI,Milwaukee County,US Senator,Republican,111684.0
2018,WI,Milwaukee County,US Senator,Democratic,280426.0
2018,WI,Monroe County,US Senator,Republican,8559.0
2018,WI,Monroe County,US Senator,Democratic,8151.0
2018,WI,Oneida County,US Senator,Republican,10112.0
2018,WI,Oneida County,US Senator,Democratic,9338.0
2018,WI,Outagamie County,US Senator,Republican,41354.0
2018,WI,Outagamie County,US Senator,Democratic,41618.0
2018,WI,Ozaukee County,US Senator,Republican,29480.0
2018,WI,Ozaukee County,US Senator,Democratic,21464.0
2018,WI,Pepin County,US Senator,Republican,1578.0
2018,WI,Pepin County,US Senator,Democratic,1529.0
2018,WI,Pierce County,US Senator,Republican,8247.0
2018,WI,Pierce County,US Senator,Democratic,9216.0
2018,WI,Portage County,US Senator,Republican,14510.0
2018,WI,Portage County,US Senator,Democratic,20170.0
2018,WI,Racine County,US Senator,Republican,41213.0
2018,WI,Racine County,US Senator,Democratic,45397.0
2018,WI,Rock County,US Senator,Republican,25322.0
2018,WI,Rock County,US Senator,Democratic,42616.0
2018,WI,Rusk County,US Senator,Republican,3381.0
2018,WI,Rusk County,US Senator,Democratic,2654.0
2018,WI,Sawyer County,US Senator,Republican,4159.0
2018,WI,Sawyer County,US Senator,Democratic,3938.0
2018,WI,Sheboygan County,US Senator,Republican,28667.0
2018,WI,Sheboygan County,US Senator,Democratic,24183.0
2018,WI,St. Croix County,US Senator,Republican,21069.0
2018,WI,St. Croix County,US Senator,Democratic,18765.0
2018,WI,Taylor County,US Senator,Republican,5005.0
2018,WI,Taylor County,US Senator,Democratic,3028.0
2018,WI,Walworth County,US Senator,Republican,24844.0
2018,WI,Walworth County,US Senator,Democratic,20299.0
2018,WI,Washington County,US Senator,Republican,47102.0
2018,WI,Washington County,US Senator,Democratic,23072.0
2018,WI,Waukesha County,US Senator,Republican,136190.0
2018,WI,Waukesha County,US Senator,Democratic,84147.0
2018,WI,Waupaca County,US Senator,Republican,12792.0
2018,WI,Waupaca County,US Senator,Democratic,9509.0
2018,WI,Waushara County,US Senator,Republican,6106.0
2018,WI,Waushara County,US Senator,Democratic,4434.0
2018,WI,Winnebago County,US Senator,Republican,35282.0
2018,WI,Winnebago County,US Senator,Democratic,40185.0
2018,WI,Wood County,US Senator,Republican,16899.0
2018,WI,Wood County,US Senator,Democratic,15992.0
2018,WY,Albany County,US Senator,Democratic,7576.0
2018,WY,Albany County,US Senator,Republican,6366.0
2018,WY,Campbell County,US Senator,Democratic,1628.0
2018,WY,Campbell County,US Senator,Republican,11020.0
2018,WY,Carbon County,US Senator,Democratic,1359.0
2018,WY,Carbon County,US Senator,Republican,3673.0
2018,WY,Converse County,US Senator,Democratic,834.0
2018,WY,Converse County,US Senator,Republican,3959.0
2018,WY,Fremont County,US Senator,Democratic,4734.0
2018,WY,Fremont County,US Senator,Republican,9262.0
2018,WY,Goshen County,US Senator,Democratic,1020.0
2018,WY,Goshen County,US Senator,Republican,3658.0
2018,WY,Johnson County,US Senator,Democratic,722.0
2018,WY,Johnson County,US Senator,Republican,3085.0
2018,WY,Lincoln County,US Senator,Democratic,1152.0
2018,WY,Lincoln County,US Senator,Republican,5846.0
2018,WY,Natrona County,US Senator,Democratic,7285.0
2018,WY,Natrona County,US Senator,Republican,16359.0
2018,WY,Niobrara County,US Senator,Democratic,144.0
2018,WY,Niobrara County,US Senator,Republican,980.0
2018,WY,Platte County,US Senator,Democratic,801.0
2018,WY,Platte County,US Senator,Republican,2850.0
2018,WY,Sublette County,US Senator,Democratic,668.0
2018,WY,Sublette County,US Senator,Republican,2653.0
2018,WY,Sweetwater County,US Senator,Democratic,3943.0
2018,WY,Sweetwater County,US Senator,Republican,8577.0
2018,WY,Uinta County,US Senator,Democratic,1371.0
2018,WY,Uinta County,US Senator,Republican,4713.0
2018,WY,Washakie County,US Senator,Democratic,588.0
2018,WY,Washakie County,US Senator,Republican,2423.0
